Género;Fecha de nacimiento;Nivel de Educación;Nacionalidad;Pais de residencia;Proceso;FIT;Estado Proceso;Carrera 1;Institucion 1;Nivel de estudio;Estado de carrera;Área de estudio;Carrera 2;Institución 2;Nivel de estudio 2;Estado de carrera 2;Area de estudio 2
F;1974-12-19;Universitaria;perú;Perú;Proceso de Selección - SKY Airline;52;Proceso Inactivo;Ingenieria de Computación y Sistemas;Universidad de San Martín de Porres;Otra;Titulado/Titulada;Computación e Informática;;;;;
M;1975-08-28;Magister;chile;Chile;Proceso de Selección - SKY Airline;90;Proceso Inactivo;Magister en Gestión de Tecnologías de la Información y Telecomunicaciones;Universidad Nacional Andrés Bello;Postgrado;Egresado/Egresada;Computación e Informática;;;;;
M;1986-10-13;Universitaria;chile;Chile;Proceso de Selección - SKY Airline;61;Proceso Inactivo;Ingenieria En Informatica Y Gestion;Universidad Diego Portales;Pregrado;Titulado/Titulada;Computación e Informática;;;;;
M;1976-05-07;Técnico profesional superior;perú;Perú;Proceso de Selección - SKY Airline;77;Proceso Inactivo;Electronica Industrial;Cibertec;Educación Técnico Profesional;Titulado/Titulada;Eléctrica / Electrónica;Administracion De Empresas;Universidad Peruana de Ciencias Aplicadas;Postgrado;Egresado/Egresada;Administración
M;1983-12-16;Universitaria;chile;Chile;Proceso de Selección - SKY Airline;75;Proceso Inactivo;Ingenieria Civil Industrial;Universidad Adolfo Ibáñez;Pregrado;Egresado/Egresada;Ingeniería Civil;;;;;
M;1986-11-18;Magister;chile;Chile;Proceso de Selección - SKY Airline;90;Proceso Inactivo;Ingenieria Comercial;"Universidad ""Adolfo Ibañez""";Pregrado;Titulado/Titulada;Finanzas;;;;;
F;1980-01-28;Universitaria;chile;Chile;Proceso de Selección - SKY Airline;83;Proceso Inactivo;Ing.Civil Informatica;Universidad Catolica de Valparaiso;Pregrado;Titulado/Titulada;Computación e Informática;;;;;
M;1973-07-15;Universitaria;venezuela;Chile;Proceso de Selección - SKY Airline;75;Proceso Inactivo;Ingenieria Electrica;Universidad Central de Venezuela;Pregrado;Titulado/Titulada;Eléctrica / Electrónica;;;;;
F;1987-08-08;Universitaria;chile;Chile;Proceso de Selección - SKY Airline;37;Proceso Inactivo;Tecnologo en control industrial;Universidad de Santiago de Chile;Educación Técnico Profesional;Titulado/Titulada;Industrial;Ingenieria Industrial;Universidad de Santiago de Chile;Pregrado;Titulado/Titulada;Industrial
M;1994-05-24;Universitaria;perú;Chile;Proceso de Selección - SKY Airline;47;Proceso Inactivo;Ingenieria civil Industrial;universidad mayor;Otra;Titulado/Titulada;Industrial;;;;;
M;1975-01-04;Postgrado;chile;Chile;Proceso de Selección - SKY Airline;81;Proceso Inactivo;Ingenieria Informatica;UNIACC;Pregrado;Titulado/Titulada;Computación e Informática;;;;;
M;1995-03-01;Universitaria;perú;Perú;Proceso de Selección - SKY Airline;68;Proceso Inactivo;Ingenieria de software;Universidad Nacional Mayor de San Marcos;Pregrado;Egresado/Egresada;Computación e Informática;;;;;
M;1992-02-06;Magister;perú;Perú;Proceso de Selección - SKY Airline;85;Proceso Inactivo;Gestión y Alta Dirección;PUCP;Pregrado;Titulado/Titulada;Administración;Diplomado en Finanzas Corporativas;ESAN;Postgrado;Titulado/Titulada;Finanzas
M;1966-09-06;Universitaria;chile;Chile;Proceso de Selección - SKY Airline;67;Proceso Inactivo;Ingeniería de ejecución Industrial;Universidad Tecnológica Metropolitana;Pregrado;Titulado/Titulada;Industrial;;;;;
F;1994-06-11;Universitaria;perú;Perú;Proceso de Selección - SKY Airline;73;Proceso Inactivo;Administracion De Empresas;Universidad del Pacífico;Pregrado;Titulado/Titulada;Administración;;;;;
F;1991-05-13;Universitaria;chile;Chile;Proceso de Selección - SKY Airline;72;Proceso Inactivo;Ingenieria Comercial;Universidad de Chile;Pregrado;Titulado/Titulada;Administración;;;;;
M;1987-01-09;Universitaria;chile;Chile;Proceso de Selección - SKY Airline;78;Proceso Inactivo;Ingenieria Civil;Pontificia Universidad Catolica de Chile;Pregrado;Titulado/Titulada;Ingeniería Civil;;;;;
M;1987-12-07;Postgrado;chile;Chile;Proceso de Selección - SKY Airline;83;Proceso Inactivo;Ingenieria Civil Industrial;Universidad del Desarrollo;Pregrado;Titulado/Titulada;Ingeniería Civil;Abastecimiento Estratégico;Universidad de Chile;Postgrado;Titulado/Titulada;Finanzas
M;1987-09-04;Universitaria;chile;Chile;Proceso de Selección - SKY Airline;75;Proceso Inactivo;Ingeniería en Abastecimiento Naval;Academia Politécnica Naval;Pregrado;Titulado/Titulada;Administración;Ingenieria Civil Industrial;Universidad Nacional Andrés Bello;Pregrado;Titulado/Titulada;Ingeniería Civil
M;1989-04-19;Universitaria;chile;Chile;Proceso de Selección - SKY Airline;73;Proceso Inactivo;Ingenieria Comercial;Universidad del Desarrollo;Pregrado;Titulado/Titulada;Administración;;;;;
F;1985-10-04;Magister;chile;Chile;Proceso de Selección - SKY Airline;85;Proceso Inactivo;MBA;Pontificia Universidad Catolica de Chile;Postgrado;Titulado/Titulada;Administración;Ingenieria Civil Industrial;Pontificia Universidad Catolica de Chile;Pregrado;Titulado/Titulada;Industrial
M;1995-08-19;Magister;chile;Chile;Proceso de Selección - SKY Airline;79;Proceso Inactivo;Máster Administración Integral y Responsabilidad Social Corporativa;Universidad de Vigo;Postgrado;Titulado/Titulada;Administración;Diplomado Fundamentos de Marketing Digital, Analytics y Metrics;"Universidad ""Adolfo Ibañez""";Postgrado;Titulado/Titulada;Marketing
M;1991-08-13;Universitaria;chile;Chile;Proceso de Selección - SKY Airline;76;Proceso Inactivo;Arquitectura;Universidad del Desarrollo;Pregrado;Otro;Arquitectura;Ingenieria Comercial;Universidad del Desarrollo;Pregrado;Titulado/Titulada;Administración
M;1991-11-23;Universitaria;chile;Chile;Proceso de Selección - SKY Airline;70;Proceso Inactivo;Ingenieria Comercial Mencion Gestion De Empresas Para Profesionales Del Area - Continuidad;universidad;Pregrado;Titulado/Titulada;Administración;;;;;
M;1982-01-15;Universitaria;chile;Chile;Proceso de Selección - SKY Airline;83;Proceso Inactivo;Ingenieria Civil Industrial;Pontificia Universidad Catolica de Chile;Pregrado;Titulado/Titulada;Ingeniería Civil;;;;;
F;1995-01-02;Universitaria;perú;Perú;Proceso de Selección - SKY Airline;52;Proceso Inactivo;Comunicación y Publicidad;Universidad Peruana de Ciencias Aplicadas;Pregrado;Titulado/Titulada;Comunicación;;;;;
M;1985-11-02;Universitaria;perú;Perú;Proceso de Selección - SKY Airline;82;Proceso Inactivo;Ciencias de la Administración Aeroespacial;Escuela de Oficiales de la Fuerza Aérea del Perú;Pregrado;Egresado/Egresada;Administración;;;;;
F;1979-07-12;Magister;perú;Perú;Proceso de Selección - SKY Airline;57;Proceso Inactivo;Maestría en recursos humanos y gestión del talento;OBS Business School Barcelona España;Otra;Egresado/Egresada;Administración;Marketing y Gestión Comercial;Universidad San Ignacio de Loyola;Postgrado;Egresado/Egresada;Marketing
M;1982-05-09;Postgrado;perú;Perú;Proceso de Selección - SKY Airline;61;Proceso Inactivo;Admistración de Empresas;Universidad Tecnológica del Peru;Pregrado;Egresado/Egresada;Administración;Sistemas Integrados de Gestión;Universidad Nacional Federico Villareal;Postgrado;Egresado/Egresada;Administración
M;1986-06-26;Postgrado;perú;Perú;Proceso de Selección - SKY Airline;90;Proceso Inactivo;Administracion;Universidad ESAN;Postgrado;Egresado/Egresada;Administración;Administracion;Universidad Nacional de Trujillo;Pregrado;Titulado/Titulada;Administración
M;1988-11-15;Magister;perú;Perú;Proceso de Selección - SKY Airline;65;Proceso Inactivo;ingeneria industrial;Universidad Privada del Norte;Postgrado;Titulado/Titulada;Industrial;;;;;
M;1988-12-13;Magister;chile;Chile;Proceso de Selección - SKY Airline;86;Proceso Inactivo;Ingeniería Civil Industrial;Universidad de Antofagasta;Postgrado;Titulado/Titulada;Industrial;Diplomado en Control de Gestión;Universidad Católica del Norte;Otra;Titulado/Titulada;Industrial
M;1988-12-02;Universitaria;perú;Perú;Proceso de Selección - SKY Airline;39;Proceso Inactivo;Turismo Y Hoteleria;Universidad Peruana del Oriente - UPO;Pregrado;Titulado/Titulada;Turismo y Hotelería;;;;;
M;1995-04-10;Universitaria;perú;Perú;Proceso de Selección - SKY Airline;90;Proceso Inactivo;Administracion De Empresas;Instituto San Ignacio de Loyola;Educación Técnico Profesional;Egresado/Egresada;Administración;;;;;
F;1989-06-21;Técnico profesional superior;perú;Perú;Proceso de Selección - SKY Airline;36;Proceso Inactivo;SSOMA;Escuela de calidad del Perú;Postgrado;Titulado/Titulada;Medio Ambiente;Gerencia de operaciones logisticas;Escuela de negocios ESEP;Postgrado;Titulado/Titulada;Industrial
F;1995-09-30;Postgrado;perú;Perú;Proceso de Selección - SKY Airline;81;Proceso Inactivo;Programa de especializacion de Recursos Humanos;Pacifico Business School (PBS);Postgrado;Egresado/Egresada;Administración;Ingenieria de Gestión Empresarial;Universidad Peruana de Ciencias Aplicadas (UPC);Pregrado;Egresado/Egresada;Administración
M;1987-10-25;Magister;perú;Perú;Proceso de Selección - SKY Airline;72;Proceso Inactivo;Ingenieria Ambiental;Universidad Alas Peruanas;Pregrado;En curso;Medio Ambiente;Master en Gestion Ambiental;Universidad Rey Juan Carlos;Postgrado;Titulado/Titulada;Medio Ambiente
M;1982-06-22;Universitaria;chile;Chile;Proceso de Selección - SKY Airline;89;Proceso Inactivo;Ingenieria Comercial - Profesional;Universidad de Chile;Pregrado;Titulado/Titulada;Economía;;;;;
M;1990-05-07;Magister;perú;Perú;Proceso de Selección - SKY Airline;86;Proceso Inactivo;;;;;;;;;;
M;1993-06-16;Universitaria;chile;Chile;Proceso de Selección - SKY Airline;86;Proceso Inactivo;;;;;;;;;;
M;1984-07-04;Universitaria;colombia;Chile;Proceso de Selección - SKY Airline;71;Proceso Inactivo;Ingenieria Industrial;UNIVERSIDAD DISTRITAL FRANCISCO JOSE DE CALDAS;Pregrado;Titulado/Titulada;Industrial;;;;;
M;1968-02-23;Técnico profesional superior;perú;Perú;Proceso de Selección - SKY Airline;81;Proceso Inactivo;Administracion Hotelera;Cenfotur;Educación Técnico Profesional;Egresado/Egresada;Administración;;;;;
F;1980-10-15;Universitaria;perú;Perú;Proceso de Selección - SKY Airline;92;Proceso Inactivo;Administracion De Empresas;UPC -Universidad Peruana de Ciencias Aplicadas;Pregrado;Egresado/Egresada;Administración;;;;;
M;1991-03-29;Universitaria;chile;chile;Proceso de Selección - SKY Airline;85;Proceso Inactivo;MBA;Universidad de Chile;Postgrado;En curso;Administración;Ingenieria Civil Industrial;Universidad Adolfo Ibáñez;Pregrado;Titulado/Titulada;Industrial
M;1989-04-21;Universitaria;chile;Chile;Proceso de Selección - SKY Airline;79;Proceso Inactivo;Diseño Grafico;Universidad Santo Tomás;Pregrado;Otro;Diseño;Diseño Grafico;Duoc UC;Pregrado;Otro;Diseño
M;1994-01-10;Postgrado;chile;Chile;Proceso de Selección - SKY Airline;52;Proceso Inactivo;Diseño Industrial;duoc;Educación Técnico Profesional;Titulado/Titulada;Diseño;Diplomado en Diseño de Servicios;Pontificia Universidad Catolica de Chile;Postgrado;Titulado/Titulada;Diseño
M;1984-04-20;Magister;chile;Chile;Proceso de Selección - SKY Airline;52;Proceso Inactivo;Magister Ciberseguridad;"Universidad ""Adolfo Ibañez""";Postgrado;Titulado/Titulada;Computación e Informática;Auditoria;Universidad de Chile;Postgrado;Egresado/Egresada;Computación e Informática
F;1984-05-09;Postgrado;chile;chile;Proceso de Selección - SKY Airline;63;Proceso Inactivo;Ingenieria En Aviacion Comercial;Universidad Tecnico Federico Santa Maria;Pregrado;Titulado/Titulada;Transporte y Telecomunicación;;;;;
M;1983-02-18;Postgrado;chile;Chile;Proceso de Selección - SKY Airline;89;Proceso Inactivo;Ingeniero Informático;Universidad José Antonio Echeverría Cujae Cuba;Postgrado;Titulado/Titulada;Computación e Informática;;;;;
M;1991-08-30;Universitaria;argentina;españa;Proceso de Selección - SKY Airline;74;Proceso Inactivo;Diseño Multimedia;Universidad Maimónides;Educación Técnico Profesional;Egresado/Egresada;Diseño;;;;;
M;1987-01-17;Magister;chile;chile;Proceso de Selección - SKY Airline;82;Proceso Inactivo;INGENIERO AERONÁUTICO;UNIVERSIDAD NACIONAL EXPERIMENTAL POLITÉCNICA DE LAS FFAA;Pregrado;Titulado/Titulada;Transporte y Telecomunicación;MAGISTER EN INGENIERÍA AERONÁUTICA Y MECÁNICA;INSTITUTO TECNOLÓGICO DE AERONÁUTICA;Postgrado;Titulado/Titulada;Mecánica
F;1986-09-11;Universitaria;chile;chile;Proceso de Selección - SKY Airline;82;Proceso Inactivo;;;;;;;;;;
F;1977-11-17;Universitaria;chile;chile;Proceso de Selección - SKY Airline;69;Proceso Inactivo;Diseñador Grafico;los Leones;Educación Técnico Profesional;Egresado/Egresada;Artes;;;;;
F;1971-11-09;Técnico profesional superior;chile;chile;Proceso de Selección - SKY Airline;38;Proceso Inactivo;Secretariado Gerencial Bilingue;Manpower S.A;Educación Técnico Profesional;Titulado/Titulada;Secretariado;;;;;
M;1979-11-15;Universitaria;brasil;chile;Proceso de Selección - SKY Airline;61;Proceso Inactivo;Tecnico Universitario En Actividad Fisica Y Salud;Universidad de Las Américas;Educación Técnico Profesional;Otro;Bachillerato / College;Periodismo;Universidade Tiradentes;Pregrado;Egresado/Egresada;Periodismo
F;1966-02-24;Técnico profesional superior;chile;chile;Proceso de Selección - SKY Airline;37;Proceso Inactivo;;;;;;;;;;
M;1989-02-23;Universitaria;chile;chile;Proceso de Selección - SKY Airline;70;Proceso Inactivo;Ingenieria En Turismo Y Hoteleria;Universidad Nacional Andrés Bello;Pregrado;Titulado/Titulada;Turismo y Hotelería;;;;;
F;1987-03-24;Universitaria;perú;perú;Proceso de Selección - SKY Airline;84;Proceso Inactivo;Administracion De Empresas;Universidad Privada del Norte;Pregrado;Titulado/Titulada;Administración;;;;;
M;1973-12-11;Magister;chile;chile;Proceso de Selección - SKY Airline;55;Proceso Inactivo;Auditoria Forense;Universidad de Concepcion;Postgrado;Titulado/Titulada;Contabilidad;Contador Auditor/Contador Publico;Universidad Nacional Andrés Bello;Otra;Titulado/Titulada;Contabilidad
M;1992-03-25;Universitaria;chile;chile;Proceso de Selección - SKY Airline;91;Proceso Inactivo;Ingenieria Civil;Universidad de Chile;Pregrado;Titulado/Titulada;Industrial;;;;;
M;1976-11-30;Universitaria;chile;chile;Proceso de Selección - SKY Airline;64;Proceso Inactivo;Contador Auditor;Universidad Andrés Bello;Otra;Titulado/Titulada;Contabilidad;;;;;
M;1977-02-11;Magister;chile;chile;Proceso de Selección - SKY Airline;51;Proceso Inactivo;;;;;;;;;;
M;1986-03-04;Universitaria;chile;chile;Proceso de Selección - SKY Airline;69;Proceso Inactivo;Diplomado en Privacidad y Cumplimiento;Universidad de Santiago de Chile;Postgrado;En curso;Derecho;Diplomado en Ciberseguridad;Universidad del Desarrollo;Postgrado;Titulado/Titulada;Administración
F;1978-04-05;Magister;chile;chile;Proceso de Selección - SKY Airline;82;Proceso Inactivo;Diplomado en Sistema Procesal Penal;Universidad de Chile;Postgrado;Titulado/Titulada;Derecho;Diplomado Prevención, detección e investigación de Fraudes;Universidad de Chile;Postgrado;Titulado/Titulada;Derecho
F;1971-11-06;Universitaria;chile;chile;Proceso de Selección - SKY Airline;53;Proceso Inactivo;Contador Auditor;Universidad Tecnológica Metropolitana;Pregrado;Egresado/Egresada;Contabilidad;;;;;
M;1991-02-23;Magister;chile;chile;Proceso de Selección - SKY Airline;68;Proceso Inactivo;Máster Derecho Digital;Universitat de Barcelona;Postgrado;Titulado/Titulada;Derecho;Derecho;Universidad de Chile;Pregrado;Titulado/Titulada;Derecho
M;1985-05-01;Universitaria;chile;chile;Proceso de Selección - SKY Airline;51;Proceso Inactivo;Tecnólogo en Telecomunicaciones;Fuerza Aérea de Chile;Educación Técnico Profesional;Titulado/Titulada;Transporte y Telecomunicación;Ingenieria en Telemática;Universidad de Las Américas;Pregrado;Titulado/Titulada;Computación e Informática
M;1975-12-19;Postgrado;chile;chile;Proceso de Selección - SKY Airline;45;Proceso Inactivo;Ingeniera Comercial;Universidad Santo Tomás;Pregrado;Titulado/Titulada;Finanzas;;;;;
M;1975-05-19;Universitaria;chile;chile;Proceso de Selección - SKY Airline;65;Proceso Inactivo;Encargado Operaciones de Vuelo - EOV;PRECADET;Educación Técnico Profesional;Egresado/Egresada;Medio Ambiente;Ingenieria Comercial;Universidad Nacional Andrés Bello;Postgrado;Egresado/Egresada;Administración
F;1981-04-15;Universitaria;chile;chile;Proceso de Selección - SKY Airline;81;Proceso Inactivo;ingeniero comercial;Universidad del Mar;Pregrado;Titulado/Titulada;Finanzas;;;;;
M;1975-07-10;Universitaria;chile;chile;Proceso de Selección - SKY Airline;68;Proceso Inactivo;Ingenieria En Computacion E Informatica;Universidad de Santiago de Chile;Pregrado;Titulado/Titulada;Computación e Informática;;;;;
F;1989-01-25;Universitaria;chile;chile;Proceso de Selección - SKY Airline;67;Proceso Inactivo;Ingenieria Comercial;Universidad Tecnológica de Chile Inacap;Postgrado;Titulado/Titulada;Administración;;;;;
M;1961-11-26;Universitaria;chile;chile;Proceso de Selección - SKY Airline;31;Proceso Inactivo;Abogado;Universidad de Chile;Postgrado;Titulado/Titulada;Derecho;;;;;
M;1994-12-05;Postgrado;chile;Chile;Proceso de Selección - SKY Airline;78;Proceso Inactivo;Diplomado en Compliance;Pontificia Universidad Catolica de Valparaiso;Postgrado;Titulado/Titulada;Derecho;Derecho;Universidad Adolfo Ibañez;Pregrado;Titulado/Titulada;Derecho
M;1986-10-27;Magister;chile;chile;Proceso de Selección - SKY Airline;66;Proceso Inactivo;Diplomado en Libre Competencia;Universidad Finis Terrae;Postgrado;Titulado/Titulada;Derecho;Diplomado en Compliance;Thomson Reuters;Postgrado;Titulado/Titulada;Derecho
F;1973-10-02;Técnico profesional superior;perú;perú;Proceso de Selección - SKY Airline;70;Proceso Inactivo;Secretarido Ejecutivo Bilingue;Instituto Henry Patterson;Educación Técnico Profesional;Titulado/Titulada;Secretariado;;;;;
